name,gate,common_folds,lgbm_lift,lgbm_auc,persistence_lift,persistence_auc,logistic_lift,logistic_auc
현행,점포30+ · 3년연속,"2021,2022,2023",2.745480513192932,0.7104848303933,1.687566483383477,0.5450868785033484,2.525703565376768,0.7069036525840721
완화A,점포20+ · 3년연속,"2021,2022,2023",2.2254493892127525,0.7035875400605169,1.6158122256759866,0.5457239983885521,2.4218605362157373,0.7009778994181798
완화B,점포10+ · 2년연속,"2021,2022,2023",2.2849225985405783,0.7058086739123404,1.4246220225927633,0.5089892433313042,2.5312673039016773,0.7059901018588617
