원천_행수,유효_행수,정규화불가_제거,관리번호_확보율%,고유브랜드_전체,고유브랜드_관리번호기반,고유브랜드_명칭기반,모호_관리번호_무효화
76846,76843,3,97.77,20590,19662,928,1039
