gate,min_stores,min_consecutive_years,n_eligible_rows,n_labels,n_events,base_rate,n_brands_labeled,lgbm_roc_auc,lgbm_pr_auc,lgbm_lift_at_10,lgbm_precision_at_10,lgbm_brier,persistence_roc_auc,persistence_pr_auc,persistence_lift_at_10,persistence_precision_at_10,persistence_brier,single_roc_auc,single_pr_auc,single_lift_at_10,single_precision_at_10,single_brier,logistic_roc_auc,logistic_pr_auc,logistic_lift_at_10,logistic_precision_at_10,logistic_brier,lgbm_lift_fold_min,lgbm_lift_fold_max,n_folds,edge_mean,edge_ci_lo,edge_ci_hi,edge_significant,edge_folds,name
점포30+ · 3년연속,30,3,7544,3635,335,0.0921595598349381,1250,0.7104848303933,0.186823346334315,2.745480513192932,0.25398928340104815,0.1287853415812172,0.5450868785033484,0.14928671860684456,1.687566483383477,0.1567870391399803,0.10202358206663122,0.6565035631465329,0.19715809220331604,2.4029370266625167,0.2249917985212103,0.2278154076352413,0.7069036525840721,0.21879561841583042,2.525703565376768,0.24088163794046147,0.2116714048530263,2.6666666666666665,2.8177777777777777,3,1.0579140298094547,0.8238473943931571,1.2919806652257524,True,"[1.006, 1.001, 1.167]",현행
점포20+ · 3년연속,20,3,10120,4638,455,0.09810263044415696,1648,0.7035875400605169,0.196461149097674,2.2254493892127525,0.21716695639399652,0.15141354146747107,0.5457239983885521,0.1448617243626745,1.6158122256759866,0.16098841906813896,0.10312306467752182,0.6379956223927966,0.19536200916602406,2.3278634115074657,0.23280203053970897,0.22458018747586098,0.7009778994181796,0.22229323985014435,2.4218605362157373,0.2405675391131895,0.20973565598548202,2.0687160940325495,2.396163469557965,3,0.6096371635367658,-0.2046022648763951,1.4238765919499268,False,"[0.477, 0.369, 0.983]",완화A
점포10+ · 2년연속,10,2,17759,7163,815,0.11377914281725535,2554,0.7057635223909711,0.23731314857754532,2.320721020988269,0.2627066716142962,0.11235474411985043,0.5312455023333732,0.15382059161402517,1.60545377301785,0.18465481277064855,0.11130179852476232,0.5925220451736802,0.18964019771922846,2.108701534014846,0.24171497210353515,0.21646630964699334,0.7065675429269441,0.24334593380567393,2.4587850060027217,0.277600597798545,0.21507029089049753,1.8886427411017574,2.495975800788635,4,0.7152672479704193,-0.1393927112328398,1.5699272071736785,False,"[0.28, 0.493, 0.591, 1.497]",완화B
