comparison,mean_delta_lift,ci_lo,ci_hi,p_win,n_boot
lgbm - persistence,0.8519210380788266,0.08373333333333349,1.7050200000000002,0.975,200
lgbm - single,0.46114254039386454,-0.17963818424566072,1.162933869406597,0.87,200
lgbm - logistic,-0.2600549443814165,-1.2036666666666667,0.677780487804879,0.265,200
