brand_id,brand_name,industry_major,industry_mid,year,n_stores,deterioration_1y,risk_grade,startup_cost_mkrw,exposure_mkrw,exposure_ekw,exposure_share,is_stressed,det_stressed,startup_total,deterioration_rank_pct,el_lgd30_mkrw,stress_el_lgd30_mkrw,el_lgd45_mkrw,stress_el_lgd45_mkrw,el_lgd60_mkrw,stress_el_lgd60_mkrw,exposure_basis,exposure_is_synthetic
BRD_20150473,밥맛나는세상,외식,한식,2023,32.0,0.21250842491414298,Medium,70.12,201.9456,2.019456,0.004185678819603355,False,0.21250842491414298,70120.0,0.8606687898089171,12.874542412302468,12.874542412302468,19.3118136184537,19.3118136184537,25.749084824604935,25.749084824604935,disclosed_startup_cost,False
BRD_20190292,25센치,외식,일식,2023,32.0,0.21250816266000624,Medium,69.3,199.58399999999997,1.9958399999999998,0.004136730493418603,False,0.21250816266000624,69300.0,0.8359872611464968,12.723968740900403,12.723968740900403,19.085953111350605,19.085953111350605,25.447937481800807,25.447937481800807,disclosed_startup_cost,False
BRD_20120100380,홍탕,외식,중식,2023,56.0,0.14607487124079602,Medium,39.6,199.58399999999997,1.9958399999999998,0.004136730493418603,False,0.14607487124079602,39600.0,0.7635350318471338,8.746262130516907,8.746262130516907,13.119393195775363,13.119393195775363,17.492524261033815,17.492524261033815,disclosed_startup_cost,False
NAME:슈슈앤크라@도소매,슈슈앤크라,도소매,의류 / 패션,2023,20.0,0.14607450595824842,Medium,102.867,185.1606,1.8516059999999999,0.003837780083572253,False,0.14607450595824842,102867.0,0.7181528662420382,8.114172950379855,8.114172950379855,12.171259425569783,12.171259425569783,16.22834590075971,16.22834590075971,disclosed_startup_cost,False
BRD_20170446,스파게티스토리,외식,기타 외식,2023,40.0,0.07895195162429958,Low,50.62,182.23199999999997,1.8223199999999997,0.0037770796821221075,False,0.07895195162429958,50620.0,0.46735668789808915,4.316271614519807,4.316271614519807,6.474407421779711,6.474407421779711,8.632543229039614,8.632543229039614,disclosed_startup_cost,False
BRD_20212154,부뚜막김치찜,외식,한식,2023,76.0,0.21250845145176397,Medium,25.65,175.44599999999997,1.7544599999999997,0.0036364278606918396,False,0.21250845145176397,25650.0,0.8646496815286624,11.185127332021851,11.185127332021851,16.777690998032778,16.777690998032778,22.370254664043703,22.370254664043703,disclosed_startup_cost,False
BRD_20080200081,ScentOn(센트온),서비스,기타 서비스,2023,85.0,0.1460745168855041,Medium,21.7,166.005,1.66005,0.0034407464804791727,False,0.1460745168855041,21700.0,0.7189490445859873,7.274730052673432,7.274730052673432,10.912095079010149,10.912095079010149,14.549460105346864,14.549460105346864,disclosed_startup_cost,False
BRD_20160808,칠프로칠백식당,외식,기타 외식,2023,19.0,0.02954001733606811,Low,95.0,162.45,1.6244999999999998,0.0033670628339739256,False,0.02954001733606811,95000.0,0.428343949044586,1.4396327448732793,1.4396327448732793,2.159449117309919,2.159449117309919,2.8792654897465586,2.8792654897465586,disclosed_startup_cost,False
BRD_20190644,클린보이,서비스,기타 서비스,2023,40.0,0.07895172683503951,Low,44.0,158.4,1.584,0.0032831194392211136,False,0.07895172683503951,44000.0,0.44904458598726116,3.751786059201078,3.751786059201078,5.627679088801617,5.627679088801617,7.503572118402156,7.503572118402156,disclosed_startup_cost,False
BRD_20180722,꼬레랑,외식,치킨,2023,18.0,0.14607438107532614,Low,87.45,141.669,1.41669,0.0029363399484533836,False,0.14607438107532614,87450.0,0.697452229299363,6.208263447768114,6.208263447768114,9.312395171652172,9.312395171652172,12.416526895536228,12.416526895536228,disclosed_startup_cost,False
BRD_20200125,킹스꼬마김밥,외식,분식,2023,36.0,0.40000979706525136,High,37.92,122.8608,1.228608,0.002546506823221322,True,0.600014695597877,37920.0,0.9848726114649682,14.743657102582329,22.115485653873495,22.115485653873495,33.173228480810245,29.487314205164658,44.23097130774699,disclosed_startup_cost,False
BRD_20200253,배씨상회,외식,한식,2023,22.0,0.17022041503643526,Medium,57.1,113.058,1.1305800000000001,0.00234332649974407,False,0.17022041503643526,57100.0,0.7834394904458599,5.77343390495679,5.77343390495679,8.660150857435186,8.660150857435186,11.54686780991358,11.54686780991358,disclosed_startup_cost,False
BRD_20080500003,대관령양푼이동태찌개,외식,한식,2023,14.0,0.11795493399617346,Low,83.697,105.45822,1.0545822,0.002185807652194803,False,0.11795493399617346,83697.0,0.6265923566878981,3.7317952138361816,3.7317952138361816,5.597692820754273,5.597692820754273,7.463590427672363,7.463590427672363,disclosed_startup_cost,False
BRD_20160549,노랑강정,외식,기타 외식,2023,20.0,0.3125091679675304,High,53.25,95.85,0.9584999999999999,0.0019866603424832305,True,0.4687637519512956,53250.0,0.9323248407643312,8.986201124906337,13.479301687359504,13.479301687359506,20.218952531039257,17.972402249812674,26.958603374719008,disclosed_startup_cost,False
BRD_20150761,이용민의 유성닭발,외식,한식,2023,16.0,0.11795481691843383,Low,65.626,94.50143999999999,0.9450143999999999,0.001958709057439316,False,0.11795481691843383,65626.0,0.6146496815286624,3.3440700161185077,3.3440700161185077,5.016105024177762,5.016105024177762,6.6881400322370155,6.6881400322370155,disclosed_startup_cost,False
BRD_20140338,왕순이주먹밥김밥,외식,분식,2023,22.0,0.017966191743892794,Low,47.6,94.248,0.9424800000000001,0.0019534560663365627,False,0.017966191743892794,47600.0,0.20063694267515925,0.5079832918435224,0.5079832918435224,0.7619749377652837,0.7619749377652837,1.0159665836870448,1.0159665836870448,disclosed_startup_cost,False
BRD_20170186,달곰김밥,외식,기타 외식,2023,15.0,0.029538150336380315,Low,66.19,89.35649999999998,0.8935649999999998,0.0018520710995628875,False,0.029538150336380315,66190.0,0.22452229299363058,0.7918277191598302,0.7918277191598302,1.1877415787397454,1.1877415787397454,1.5836554383196604,1.5836554383196604,disclosed_startup_cost,False
BRD_20170402,엉클부대찌개,외식,기타 외식,2023,13.0,0.1179553726474379,Low,73.05,85.46849999999999,0.8546849999999999,0.0017714854406001876,False,0.1179553726474379,73050.0,0.6703821656050956,3.0244406301352638,3.0244406301352638,4.536660945202896,4.536660945202896,6.0488812602705275,6.0488812602705275,disclosed_startup_cost,False
BRD_20140071,서가원김밥,외식,한식,2023,11.0,0.31250956603184515,High,82.5,81.675,0.81675,0.0016928584608483866,True,0.46876434904776776,82500.0,0.9689490445859873,7.657265641695286,11.485898462542929,11.485898462542929,17.228847693814394,15.314531283390572,22.971796925085858,disclosed_startup_cost,False
BRD_20150724,오부장치킨,외식,치킨,2023,30.0,0.017966004419509404,Low,29.1,78.57,0.7857,0.0016285018582045635,False,0.017966004419509404,29100.0,0.18152866242038215,0.4234766901722561,0.4234766901722561,0.6352150352583842,0.6352150352583842,0.8469533803445122,0.8469533803445122,disclosed_startup_cost,False
BRD_20190571,꼬꼬STORY(꼬꼬스토리),외식,기타 외식,2023,18.0,0.11795435797369452,Low,42.9,69.49799999999999,0.6949799999999999,0.0014404686539582633,False,0.11795435797369452,42900.0,0.5668789808917197,2.4592775911367464,2.4592775911367464,3.68891638670512,3.68891638670512,4.918555182273493,4.918555182273493,disclosed_startup_cost,False
BRD_20220395,쌍둥이숯불두마리치킨,외식,치킨,2023,27.0,0.02953923681780398,Low,23.28,56.5704,0.565704,0.0011725213379072859,False,0.02953923681780398,23280.0,0.34156050955414013,0.5013139327433694,0.5013139327433694,0.7519708991150543,0.7519708991150543,1.0026278654867389,1.0026278654867389,disclosed_startup_cost,False
BRD_20221027,정우의 도시락,외식,기타 외식,2023,33.0,0.21250822354043084,Medium,13.2,39.20399999999999,0.39203999999999994,0.0008125720612072255,False,0.21250822354043084,13200.0,0.8415605095541401,2.4993517187037146,2.4993517187037146,3.749027578055572,3.749027578055572,4.998703437407429,4.998703437407429,disclosed_startup_cost,False
